dataset,fold,repeat,method,scenario,severity,progress_auc
tep,0,0,EAC-1NN,missing_events,0.3,0.7431666666666666
tep,0,0,EAC-1NN,missing_events,0.4,0.7291666666666666
tep,0,0,EAC-1NN,missing_events,0.5,0.7153333333333333
tep,0,0,EAC-1NN,missing_events,0.6,0.6902499999999999
tep,0,0,EAC-1NN,missing_events,0.7,0.65425
tep,0,0,EAC-1NN,missing_events,0.8,0.603
tep,0,0,EAC-1NN,missing_events,0.9,0.5006666666666667
tep,0,0,EAC-1NN,mixed_missing_spurious,0.0,0.7575
tep,0,0,EAC-1NN,mixed_missing_spurious,0.05,0.75075
tep,0,0,EAC-1NN,mixed_missing_spurious,0.1,0.74925
tep,0,0,EAC-1NN,mixed_missing_spurious,0.15,0.7401666666666666
tep,0,0,EAC-1NN,mixed_missing_spurious,0.2,0.72675
tep,0,0,EAC-1NN,mixed_missing_spurious,0.25,0.7225833333333332
tep,0,0,EAC-1NN,mixed_missing_spurious,0.3,0.7074166666666667
tep,0,0,EAC-1NN,mixed_missing_spurious,0.4,0.6878333333333333
tep,0,0,EAC-1NN,mixed_missing_spurious,0.5,0.6483333333333333
tep,0,0,EAC-1NN,mixed_missing_spurious,0.6,0.6119166666666667
tep,0,0,EAC-1NN,mixed_missing_spurious,0.7,0.5506666666666666
tep,0,0,EAC-1NN,mixed_missing_spurious,0.8,0.5318333333333333
tep,0,0,EAC-1NN,mixed_missing_spurious,0.9,0.4653333333333333
tep,0,0,EAC-1NN,mixed_spurious_timing_late,0.0,0.7575
tep,0,0,EAC-1NN,mixed_spurious_timing_late,0.05,0.7546666666666667
tep,0,0,EAC-1NN,mixed_spurious_timing_late,0.1,0.7930833333333333
tep,0,0,EAC-1NN,mixed_spurious_timing_late,0.15,0.7661666666666666
tep,0,0,EAC-1NN,mixed_spurious_timing_late,0.2,0.7595833333333334
tep,0,0,EAC-1NN,mixed_spurious_timing_late,0.25,0.7384166666666667
tep,0,0,EAC-1NN,mixed_spurious_timing_late,0.3,0.7579166666666667
tep,0,0,EAC-1NN,mixed_spurious_timing_late,0.4,0.718
tep,0,0,EAC-1NN,mixed_spurious_timing_late,0.5,0.7131666666666666
tep,0,0,EAC-1NN,mixed_spurious_timing_late,0.6,0.6660833333333334
tep,0,0,EAC-1NN,mixed_spurious_timing_late,0.7,0.628
tep,0,0,EAC-1NN,mixed_spurious_timing_late,0.8,0.6061666666666667
tep,0,0,EAC-1NN,mixed_spurious_timing_late,0.9,0.5215
tep,0,0,EAC-1NN,spurious_events,0.0,0.7575
tep,0,0,EAC-1NN,spurious_events,0.05,0.7529166666666667
tep,0,0,EAC-1NN,spurious_events,0.1,0.749
tep,0,0,EAC-1NN,spurious_events,0.15,0.742
tep,0,0,EAC-1NN,spurious_events,0.2,0.7365833333333334
tep,0,0,EAC-1NN,spurious_events,0.25,0.7339166666666667
tep,0,0,EAC-1NN,spurious_events,0.3,0.7167499999999999
tep,0,0,EAC-1NN,spurious_events,0.4,0.6980833333333333
tep,0,0,EAC-1NN,spurious_events,0.5,0.6938333333333334
tep,0,0,EAC-1NN,spurious_events,0.6,0.6764166666666668
tep,0,0,EAC-1NN,spurious_events,0.7,0.6687500000000001
tep,0,0,EAC-1NN,spurious_events,0.8,0.6451666666666667
tep,0,0,EAC-1NN,spurious_events,0.9,0.6325
tep,0,0,EAC-1NN,timing_uncertainty,0.0,0.7575
tep,0,0,EAC-1NN,timing_uncertainty,0.05,0.7564166666666666
tep,0,0,EAC-1NN,timing_uncertainty,0.1,0.7590833333333333
tep,0,0,EAC-1NN,timing_uncertainty,0.15,0.7556666666666666
tep,0,0,EAC-1NN,timing_uncertainty,0.2,0.7549166666666668
tep,0,0,EAC-1NN,timing_uncertainty,0.25,0.7523333333333334
tep,0,0,EAC-1NN,timing_uncertainty,0.3,0.7536666666666667
tep,0,0,EAC-1NN,timing_uncertainty,0.4,0.7560833333333333
tep,0,0,EAC-1NN,timing_uncertainty,0.5,0.7486666666666667
tep,0,0,EAC-1NN,timing_uncertainty,0.6,0.7494166666666667
tep,0,0,EAC-1NN,timing_uncertainty,0.7,0.7592500000000001
tep,0,0,EAC-1NN,timing_uncertainty,0.8,0.7475833333333334
tep,0,0,EAC-1NN,timing_uncertainty,0.9,0.7518333333333334
tep,0,0,JAC-1NN,late_time_delay,0.0,0.8208333333333333
tep,0,0,JAC-1NN,late_time_delay,0.05,0.7491666666666666
tep,0,0,JAC-1NN,late_time_delay,0.1,0.7725
tep,0,0,JAC-1NN,late_time_delay,0.15,0.7483333333333334
tep,0,0,JAC-1NN,late_time_delay,0.2,0.7508333333333334
tep,0,0,JAC-1NN,late_time_delay,0.25,0.7641666666666667
tep,0,0,JAC-1NN,late_time_delay,0.3,0.7866666666666666
tep,0,0,JAC-1NN,late_time_delay,0.4,0.7766666666666667
tep,0,0,JAC-1NN,late_time_delay,0.5,0.6708333333333334
tep,0,0,JAC-1NN,late_time_delay,0.6,0.5691666666666667
tep,0,0,JAC-1NN,late_time_delay,0.7,0.5008333333333334
tep,0,0,JAC-1NN,late_time_delay,0.8,0.44416666666666665
tep,0,0,JAC-1NN,late_time_delay,0.9,0.375
tep,0,0,JAC-1NN,missing_events,0.0,0.8208333333333333
tep,0,0,JAC-1NN,missing_events,0.05,0.81625
tep,0,0,JAC-1NN,missing_events,0.1,0.8096666666666666
tep,0,0,JAC-1NN,missing_events,0.15,0.8033333333333333
tep,0,0,JAC-1NN,missing_events,0.2,0.79225
tep,0,0,JAC-1NN,missing_events,0.25,0.779
tep,0,0,JAC-1NN,missing_events,0.3,0.7775
tep,0,0,JAC-1NN,missing_events,0.4,0.7481666666666666
tep,0,0,JAC-1NN,missing_events,0.5,0.717
tep,0,0,JAC-1NN,missing_events,0.6,0.6785
tep,0,0,JAC-1NN,missing_events,0.7,0.6255833333333333
tep,0,0,JAC-1NN,missing_events,0.8,0.55025
tep,0,0,JAC-1NN,missing_events,0.9,0.41608333333333336
tep,0,0,JAC-1NN,mixed_missing_spurious,0.0,0.8208333333333333
tep,0,0,JAC-1NN,mixed_missing_spurious,0.05,0.8038333333333334
tep,0,0,JAC-1NN,mixed_missing_spurious,0.1,0.7878333333333334
tep,0,0,JAC-1NN,mixed_missing_spurious,0.15,0.7659166666666666
tep,0,0,JAC-1NN,mixed_missing_spurious,0.2,0.7466666666666667
tep,0,0,JAC-1NN,mixed_missing_spurious,0.25,0.7254166666666667
tep,0,0,JAC-1NN,mixed_missing_spurious,0.3,0.7142499999999999
tep,0,0,JAC-1NN,mixed_missing_spurious,0.4,0.6853333333333333
tep,0,0,JAC-1NN,mixed_missing_spurious,0.5,0.6445
tep,0,0,JAC-1NN,mixed_missing_spurious,0.6,0.6031666666666666
tep,0,0,JAC-1NN,mixed_missing_spurious,0.7,0.5573333333333333
tep,0,0,JAC-1NN,mixed_missing_spurious,0.8,0.5365
tep,0,0,JAC-1NN,mixed_missing_spurious,0.9,0.42383333333333334
tep,0,0,JAC-1NN,mixed_spurious_timing_late,0.0,0.8208333333333333
tep,0,0,JAC-1NN,mixed_spurious_timing_late,0.05,0.7407499999999999
tep,0,0,JAC-1NN,mixed_spurious_timing_late,0.1,0.754
tep,0,0,JAC-1NN,mixed_spurious_timing_late,0.15,0.72175
tep,0,0,JAC-1NN,mixed_spurious_timing_late,0.2,0.7020833333333334
tep,0,0,JAC-1NN,mixed_spurious_timing_late,0.25,0.7036666666666668
tep,0,0,JAC-1NN,mixed_spurious_timing_late,0.3,0.7089166666666666
tep,0,0,JAC-1NN,mixed_spurious_timing_late,0.4,0.68025
tep,0,0,JAC-1NN,mixed_spurious_timing_late,0.5,0.63225
tep,0,0,JAC-1NN,mixed_spurious_timing_late,0.6,0.5731666666666666
tep,0,0,JAC-1NN,mixed_spurious_timing_late,0.7,0.5349166666666667
tep,0,0,JAC-1NN,mixed_spurious_timing_late,0.8,0.47816666666666663
tep,0,0,JAC-1NN,mixed_spurious_timing_late,0.9,0.40199999999999997
tep,0,0,JAC-1NN,spurious_events,0.0,0.8208333333333333
tep,0,0,JAC-1NN,spurious_events,0.05,0.8063333333333333
tep,0,0,JAC-1NN,spurious_events,0.1,0.79275
tep,0,0,JAC-1NN,spurious_events,0.15,0.7638333333333334
tep,0,0,JAC-1NN,spurious_events,0.2,0.7481666666666666
tep,0,0,JAC-1NN,spurious_events,0.25,0.73
tep,0,0,JAC-1NN,spurious_events,0.3,0.699
tep,0,0,JAC-1NN,spurious_events,0.4,0.6415000000000001
tep,0,0,JAC-1NN,spurious_events,0.5,0.5860833333333333
tep,0,0,JAC-1NN,spurious_events,0.6,0.5599166666666667
tep,0,0,JAC-1NN,spurious_events,0.7,0.50825
tep,0,0,JAC-1NN,spurious_events,0.8,0.47491666666666665
tep,0,0,JAC-1NN,spurious_events,0.9,0.45983333333333337
tep,0,0,JAC-1NN,timing_uncertainty,0.0,0.8208333333333333
tep,0,0,JAC-1NN,timing_uncertainty,0.05,0.8199166666666667
tep,0,0,JAC-1NN,timing_uncertainty,0.1,0.81575
tep,0,0,JAC-1NN,timing_uncertainty,0.15,0.82025
tep,0,0,JAC-1NN,timing_uncertainty,0.2,0.8175
tep,0,0,JAC-1NN,timing_uncertainty,0.25,0.8183333333333334
tep,0,0,JAC-1NN,timing_uncertainty,0.3,0.82075
tep,0,0,JAC-1NN,timing_uncertainty,0.4,0.81575
tep,0,0,JAC-1NN,timing_uncertainty,0.5,0.8213333333333334
tep,0,0,JAC-1NN,timing_uncertainty,0.6,0.8211666666666667
tep,0,0,JAC-1NN,timing_uncertainty,0.7,0.8261666666666666
tep,0,0,JAC-1NN,timing_uncertainty,0.8,0.8275
tep,0,0,JAC-1NN,timing_uncertainty,0.9,0.8295
tep,0,0,MBW-LR,late_time_delay,0.0,0.8466666666666667
tep,0,0,MBW-LR,late_time_delay,0.05,0.7866666666666666
tep,0,0,MBW-LR,late_time_delay,0.1,0.8366666666666666
tep,0,0,MBW-LR,late_time_delay,0.15,0.8033333333333333
tep,0,0,MBW-LR,late_time_delay,0.2,0.8024999999999999
tep,0,0,MBW-LR,late_time_delay,0.25,0.8366666666666666
tep,0,0,MBW-LR,late_time_delay,0.3,0.8525
tep,0,0,MBW-LR,late_time_delay,0.4,0.8416666666666667
tep,0,0,MBW-LR,late_time_delay,0.5,0.7799999999999999
tep,0,0,MBW-LR,late_time_delay,0.6,0.6975000000000001
tep,0,0,MBW-LR,late_time_delay,0.7,0.6175
tep,0,0,MBW-LR,late_time_delay,0.8,0.5558333333333334
tep,0,0,MBW-LR,late_time_delay,0.9,0.5
tep,0,0,MBW-LR,missing_events,0.0,0.8466666666666667
tep,0,0,MBW-LR,missing_events,0.05,0.8428333333333334
tep,0,0,MBW-LR,missing_events,0.1,0.8285833333333333
tep,0,0,MBW-LR,missing_events,0.15,0.8243333333333333
tep,0,0,MBW-LR,missing_events,0.2,0.823
tep,0,0,MBW-LR,missing_events,0.25,0.8039999999999999
tep,0,0,MBW-LR,missing_events,0.3,0.8021666666666666
tep,0,0,MBW-LR,missing_events,0.4,0.7776666666666667
tep,0,0,MBW-LR,missing_events,0.5,0.7454999999999999
tep,0,0,MBW-LR,missing_events,0.6,0.69975
tep,0,0,MBW-LR,missing_events,0.7,0.6565
tep,0,0,MBW-LR,missing_events,0.8,0.59725
tep,0,0,MBW-LR,missing_events,0.9,0.4970833333333333
tep,0,0,MBW-LR,mixed_missing_spurious,0.0,0.8466666666666667
tep,0,0,MBW-LR,mixed_missing_spurious,0.05,0.81075
tep,0,0,MBW-LR,mixed_missing_spurious,0.1,0.7710833333333333
tep,0,0,MBW-LR,mixed_missing_spurious,0.15,0.7215833333333332
tep,0,0,MBW-LR,mixed_missing_spurious,0.2,0.68575
tep,0,0,MBW-LR,mixed_missing_spurious,0.25,0.6661666666666667
tep,0,0,MBW-LR,mixed_missing_spurious,0.3,0.6305
tep,0,0,MBW-LR,mixed_missing_spurious,0.4,0.5904166666666667
tep,0,0,MBW-LR,mixed_missing_spurious,0.5,0.5476666666666666
tep,0,0,MBW-LR,mixed_missing_spurious,0.6,0.5186666666666667
tep,0,0,MBW-LR,mixed_missing_spurious,0.7,0.47350000000000003
tep,0,0,MBW-LR,mixed_missing_spurious,0.8,0.45933333333333337
tep,0,0,MBW-LR,mixed_missing_spurious,0.9,0.41250000000000003
tep,0,0,MBW-LR,mixed_spurious_timing_late,0.0,0.8466666666666667
tep,0,0,MBW-LR,mixed_spurious_timing_late,0.05,0.7564166666666666
tep,0,0,MBW-LR,mixed_spurious_timing_late,0.1,0.7779166666666666
tep,0,0,MBW-LR,mixed_spurious_timing_late,0.15,0.717
tep,0,0,MBW-LR,mixed_spurious_timing_late,0.2,0.6739166666666666
tep,0,0,MBW-LR,mixed_spurious_timing_late,0.25,0.6830833333333333
tep,0,0,MBW-LR,mixed_spurious_timing_late,0.3,0.6825
tep,0,0,MBW-LR,mixed_spurious_timing_late,0.4,0.649
tep,0,0,MBW-LR,mixed_spurious_timing_late,0.5,0.5932499999999999
tep,0,0,MBW-LR,mixed_spurious_timing_late,0.6,0.5199166666666667
tep,0,0,MBW-LR,mixed_spurious_timing_late,0.7,0.4403333333333333
tep,0,0,MBW-LR,mixed_spurious_timing_late,0.8,0.4100833333333333
tep,0,0,MBW-LR,mixed_spurious_timing_late,0.9,0.3885
tep,0,0,MBW-LR,spurious_events,0.0,0.8466666666666667
tep,0,0,MBW-LR,spurious_events,0.05,0.8076666666666666
tep,0,0,MBW-LR,spurious_events,0.1,0.7615
tep,0,0,MBW-LR,spurious_events,0.15,0.7220833333333333
tep,0,0,MBW-LR,spurious_events,0.2,0.67975
tep,0,0,MBW-LR,spurious_events,0.25,0.6516666666666667
tep,0,0,MBW-LR,spurious_events,0.3,0.61325
tep,0,0,MBW-LR,spurious_events,0.4,0.5559166666666666
tep,0,0,MBW-LR,spurious_events,0.5,0.5175
tep,0,0,MBW-LR,spurious_events,0.6,0.49291666666666667
tep,0,0,MBW-LR,spurious_events,0.7,0.4493333333333333
tep,0,0,MBW-LR,spurious_events,0.8,0.40791666666666665
tep,0,0,MBW-LR,spurious_events,0.9,0.41275
tep,0,0,MBW-LR,timing_uncertainty,0.0,0.8466666666666667
tep,0,0,MBW-LR,timing_uncertainty,0.05,0.846
tep,0,0,MBW-LR,timing_uncertainty,0.1,0.8452500000000001
tep,0,0,MBW-LR,timing_uncertainty,0.15,0.8440833333333333
tep,0,0,MBW-LR,timing_uncertainty,0.2,0.8376666666666667
tep,0,0,MBW-LR,timing_uncertainty,0.25,0.83175
tep,0,0,MBW-LR,timing_uncertainty,0.3,0.8215833333333333
tep,0,0,MBW-LR,timing_uncertainty,0.4,0.8130833333333333
tep,0,0,MBW-LR,timing_uncertainty,0.5,0.8053333333333333
tep,0,0,MBW-LR,timing_uncertainty,0.6,0.80625
tep,0,0,MBW-LR,timing_uncertainty,0.7,0.80825
tep,0,0,MBW-LR,timing_uncertainty,0.8,0.8068333333333334
tep,0,0,MBW-LR,timing_uncertainty,0.9,0.8065000000000001
tep,0,0,WDI-1NN,late_time_delay,0.0,0.5741666666666667
tep,0,0,WDI-1NN,late_time_delay,0.05,0.5608333333333333
tep,0,0,WDI-1NN,late_time_delay,0.1,0.5833333333333334
tep,0,0,WDI-1NN,late_time_delay,0.15,0.5858333333333333
tep,0,0,WDI-1NN,late_time_delay,0.2,0.5666666666666667
tep,0,0,WDI-1NN,late_time_delay,0.25,0.5308333333333334
