dataset,fold,repeat,method,scenario,severity,progress,score,n
tep,0,0,ACM-SVM,late_time_delay,0.6,0.3333333,0.41,2000
tep,0,0,ACM-SVM,late_time_delay,0.6,0.5,0.41,2000
tep,0,0,ACM-SVM,late_time_delay,0.6,0.6666667,0.41,2000
tep,0,0,ACM-SVM,late_time_delay,0.6,0.8333333,0.41,2000
tep,0,0,ACM-SVM,late_time_delay,0.6,1.0,0.535,2000
tep,0,0,ACM-SVM,late_time_delay,0.7,0.1666667,0.365,2000
tep,0,0,ACM-SVM,late_time_delay,0.7,0.3333333,0.365,2000
tep,0,0,ACM-SVM,late_time_delay,0.7,0.5,0.365,2000
tep,0,0,ACM-SVM,late_time_delay,0.7,0.6666667,0.365,2000
tep,0,0,ACM-SVM,late_time_delay,0.7,0.8333333,0.365,2000
tep,0,0,ACM-SVM,late_time_delay,0.7,1.0,0.455,2000
tep,0,0,ACM-SVM,late_time_delay,0.8,0.1666667,0.4,2000
tep,0,0,ACM-SVM,late_time_delay,0.8,0.3333333,0.4,2000
tep,0,0,ACM-SVM,late_time_delay,0.8,0.5,0.4,2000
tep,0,0,ACM-SVM,late_time_delay,0.8,0.6666667,0.4,2000
tep,0,0,ACM-SVM,late_time_delay,0.8,0.8333333,0.4,2000
tep,0,0,ACM-SVM,late_time_delay,0.8,1.0,0.42,2000
tep,0,0,ACM-SVM,late_time_delay,0.9,0.1666667,0.385,2000
tep,0,0,ACM-SVM,late_time_delay,0.9,0.3333333,0.385,2000
tep,0,0,ACM-SVM,late_time_delay,0.9,0.5,0.385,2000
tep,0,0,ACM-SVM,late_time_delay,0.9,0.6666667,0.385,2000
tep,0,0,ACM-SVM,late_time_delay,0.9,0.8333333,0.385,2000
tep,0,0,ACM-SVM,late_time_delay,0.9,1.0,0.385,2000
tep,0,0,ACM-SVM,missing_events,0.0,0.1666667,0.465,2000
tep,0,0,ACM-SVM,missing_events,0.0,0.3333333,0.465,2000
tep,0,0,ACM-SVM,missing_events,0.0,0.5,0.645,2000
tep,0,0,ACM-SVM,missing_events,0.0,0.6666667,0.75,2000
tep,0,0,ACM-SVM,missing_events,0.0,0.8333333,0.815,2000
tep,0,0,ACM-SVM,missing_events,0.0,1.0,0.92,2000
tep,0,0,ACM-SVM,missing_events,0.05,0.1666667,0.471,2000
tep,0,0,ACM-SVM,missing_events,0.05,0.3333333,0.471,2000
tep,0,0,ACM-SVM,missing_events,0.05,0.5,0.6435,2000
tep,0,0,ACM-SVM,missing_events,0.05,0.6666667,0.712,2000
tep,0,0,ACM-SVM,missing_events,0.05,0.8333333,0.7415,2000
tep,0,0,ACM-SVM,missing_events,0.05,1.0,0.7865,2000
tep,0,0,ACM-SVM,missing_events,0.1,0.1666667,0.456,2000
tep,0,0,ACM-SVM,missing_events,0.1,0.3333333,0.456,2000
tep,0,0,ACM-SVM,missing_events,0.1,0.5,0.624,2000
tep,0,0,ACM-SVM,missing_events,0.1,0.6666667,0.668,2000
tep,0,0,ACM-SVM,missing_events,0.1,0.8333333,0.66,2000
tep,0,0,ACM-SVM,missing_events,0.1,1.0,0.6515,2000
tep,0,0,ACM-SVM,missing_events,0.15,0.1666667,0.469,2000
tep,0,0,ACM-SVM,missing_events,0.15,0.3333333,0.469,2000
tep,0,0,ACM-SVM,missing_events,0.15,0.5,0.609,2000
tep,0,0,ACM-SVM,missing_events,0.15,0.6666667,0.641,2000
tep,0,0,ACM-SVM,missing_events,0.15,0.8333333,0.614,2000
tep,0,0,ACM-SVM,missing_events,0.15,1.0,0.5885,2000
tep,0,0,ACM-SVM,missing_events,0.2,0.1666667,0.46,2000
tep,0,0,ACM-SVM,missing_events,0.2,0.3333333,0.46,2000
tep,0,0,ACM-SVM,missing_events,0.2,0.5,0.5995,2000
tep,0,0,ACM-SVM,missing_events,0.2,0.6666667,0.615,2000
tep,0,0,ACM-SVM,missing_events,0.2,0.8333333,0.587,2000
tep,0,0,ACM-SVM,missing_events,0.2,1.0,0.5475,2000
tep,0,0,ACM-SVM,missing_events,0.25,0.1666667,0.455,2000
tep,0,0,ACM-SVM,missing_events,0.25,0.3333333,0.455,2000
tep,0,0,ACM-SVM,missing_events,0.25,0.5,0.5935,2000
tep,0,0,ACM-SVM,missing_events,0.25,0.6666667,0.598,2000
tep,0,0,ACM-SVM,missing_events,0.25,0.8333333,0.564,2000
tep,0,0,ACM-SVM,missing_events,0.25,1.0,0.509,2000
tep,0,0,ACM-SVM,missing_events,0.3,0.1666667,0.457,2000
tep,0,0,ACM-SVM,missing_events,0.3,0.3333333,0.457,2000
tep,0,0,ACM-SVM,missing_events,0.3,0.5,0.57,2000
tep,0,0,ACM-SVM,missing_events,0.3,0.6666667,0.5825,2000
tep,0,0,ACM-SVM,missing_events,0.3,0.8333333,0.542,2000
tep,0,0,ACM-SVM,missing_events,0.3,1.0,0.477,2000
tep,0,0,ACM-SVM,missing_events,0.4,0.1666667,0.4295,2000
tep,0,0,ACM-SVM,missing_events,0.4,0.3333333,0.4295,2000
tep,0,0,ACM-SVM,missing_events,0.4,0.5,0.543,2000
tep,0,0,ACM-SVM,missing_events,0.4,0.6666667,0.5375,2000
tep,0,0,ACM-SVM,missing_events,0.4,0.8333333,0.492,2000
tep,0,0,ACM-SVM,missing_events,0.4,1.0,0.4235,2000
tep,0,0,ACM-SVM,missing_events,0.5,0.1666667,0.4,2000
tep,0,0,ACM-SVM,missing_events,0.5,0.3333333,0.4,2000
tep,0,0,ACM-SVM,missing_events,0.5,0.5,0.5275,2000
tep,0,0,ACM-SVM,missing_events,0.5,0.6666667,0.519,2000
tep,0,0,ACM-SVM,missing_events,0.5,0.8333333,0.475,2000
tep,0,0,ACM-SVM,missing_events,0.5,1.0,0.408,2000
tep,0,0,ACM-SVM,missing_events,0.6,0.1666667,0.362,2000
tep,0,0,ACM-SVM,missing_events,0.6,0.3333333,0.362,2000
tep,0,0,ACM-SVM,missing_events,0.6,0.5,0.486,2000
tep,0,0,ACM-SVM,missing_events,0.6,0.6666667,0.5055,2000
tep,0,0,ACM-SVM,missing_events,0.6,0.8333333,0.4775,2000
tep,0,0,ACM-SVM,missing_events,0.6,1.0,0.4045,2000
tep,0,0,ACM-SVM,missing_events,0.7,0.1666667,0.3135,2000
tep,0,0,ACM-SVM,missing_events,0.7,0.3333333,0.3135,2000
tep,0,0,ACM-SVM,missing_events,0.7,0.5,0.4525,2000
tep,0,0,ACM-SVM,missing_events,0.7,0.6666667,0.482,2000
tep,0,0,ACM-SVM,missing_events,0.7,0.8333333,0.47,2000
tep,0,0,ACM-SVM,missing_events,0.7,1.0,0.416,2000
tep,0,0,ACM-SVM,missing_events,0.8,0.1666667,0.2625,2000
tep,0,0,ACM-SVM,missing_events,0.8,0.3333333,0.2625,2000
tep,0,0,ACM-SVM,missing_events,0.8,0.5,0.3945,2000
tep,0,0,ACM-SVM,missing_events,0.8,0.6666667,0.4685,2000
tep,0,0,ACM-SVM,missing_events,0.8,0.8333333,0.475,2000
tep,0,0,ACM-SVM,missing_events,0.8,1.0,0.439,2000
tep,0,0,ACM-SVM,missing_events,0.9,0.1666667,0.222,2000
tep,0,0,ACM-SVM,missing_events,0.9,0.3333333,0.222,2000
tep,0,0,ACM-SVM,missing_events,0.9,0.5,0.281,2000
tep,0,0,ACM-SVM,missing_events,0.9,0.6666667,0.3685,2000
tep,0,0,ACM-SVM,missing_events,0.9,0.8333333,0.4255,2000
tep,0,0,ACM-SVM,missing_events,0.9,1.0,0.4865,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.0,0.1666667,0.465,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.0,0.3333333,0.465,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.0,0.5,0.645,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.0,0.6666667,0.75,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.0,0.8333333,0.815,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.0,1.0,0.92,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.05,0.1666667,0.473,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.05,0.3333333,0.473,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.05,0.5,0.585,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.05,0.6666667,0.6135,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.05,0.8333333,0.5885,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.05,1.0,0.522,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.1,0.1666667,0.4805,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.1,0.3333333,0.4805,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.1,0.5,0.5335,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.1,0.6666667,0.492,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.1,0.8333333,0.433,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.1,1.0,0.32,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.15,0.1666667,0.461,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.15,0.3333333,0.461,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.15,0.5,0.476,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.15,0.6666667,0.3965,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.15,0.8333333,0.324,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.15,1.0,0.237,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.2,0.1666667,0.4535,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.2,0.3333333,0.4535,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.2,0.5,0.429,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.2,0.6666667,0.356,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.2,0.8333333,0.2895,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.2,1.0,0.218,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.25,0.1666667,0.444,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.25,0.3333333,0.444,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.25,0.5,0.4015,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.25,0.6666667,0.3125,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.25,0.8333333,0.2625,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.25,1.0,0.212,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.3,0.1666667,0.4395,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.3,0.3333333,0.4395,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.3,0.5,0.388,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.3,0.6666667,0.2955,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.3,0.8333333,0.242,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.3,1.0,0.2045,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.4,0.1666667,0.429,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.4,0.3333333,0.429,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.4,0.5,0.3445,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.4,0.6666667,0.2665,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.4,0.8333333,0.224,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.4,1.0,0.2015,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.5,0.1666667,0.4,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.5,0.3333333,0.4,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.5,0.5,0.3305,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.5,0.6666667,0.256,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.5,0.8333333,0.2245,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.5,1.0,0.201,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.6,0.1666667,0.384,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.6,0.3333333,0.384,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.6,0.5,0.333,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.6,0.6666667,0.2645,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.6,0.8333333,0.2215,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.6,1.0,0.2015,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.7,0.1666667,0.367,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.7,0.3333333,0.367,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.7,0.5,0.3495,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.7,0.6666667,0.2815,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.7,0.8333333,0.2365,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.7,1.0,0.2055,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.8,0.1666667,0.3375,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.8,0.3333333,0.3375,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.8,0.5,0.3895,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.8,0.6666667,0.3385,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.8,0.8333333,0.286,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.8,1.0,0.213,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.9,0.1666667,0.2675,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.9,0.3333333,0.2675,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.9,0.5,0.346,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.9,0.6666667,0.3905,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.9,0.8333333,0.361,2000
tep,0,0,ACM-SVM,mixed_missing_spurious,0.9,1.0,0.2745,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.0,0.1666667,0.465,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.0,0.3333333,0.465,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.0,0.5,0.645,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.0,0.6666667,0.75,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.0,0.8333333,0.815,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.0,1.0,0.92,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.05,0.1666667,0.4335,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.05,0.3333333,0.4335,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.05,0.5,0.528,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.05,0.6666667,0.565,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.05,0.8333333,0.558,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.05,1.0,0.5015,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.1,0.1666667,0.459,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.1,0.3333333,0.459,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.1,0.5,0.504,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.1,0.6666667,0.4715,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.1,0.8333333,0.4285,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.1,1.0,0.354,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.15,0.1666667,0.4035,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.15,0.3333333,0.4035,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.15,0.5,0.414,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.15,0.6666667,0.394,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.15,0.8333333,0.3235,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.15,1.0,0.2705,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.2,0.1666667,0.397,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.2,0.3333333,0.397,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.2,0.5,0.3735,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.2,0.6666667,0.317,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.2,0.8333333,0.317,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.2,1.0,0.2385,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.25,0.1666667,0.4005,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.25,0.3333333,0.4005,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.25,0.5,0.3335,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.25,0.6666667,0.3335,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.25,0.8333333,0.274,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.25,1.0,0.218,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.3,0.1666667,0.3865,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.3,0.3333333,0.3865,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.3,0.5,0.305,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.3,0.6666667,0.305,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.3,0.8333333,0.245,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.3,1.0,0.211,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.4,0.1666667,0.352,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.4,0.3333333,0.352,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.4,0.5,0.352,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.4,0.6666667,0.2595,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.4,0.8333333,0.2595,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.4,1.0,0.207,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.5,0.1666667,0.2915,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.5,0.3333333,0.2915,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.5,0.5,0.2915,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.5,0.6666667,0.2915,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.5,0.8333333,0.2265,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.5,1.0,0.205,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.6,0.1666667,0.2875,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.6,0.3333333,0.2875,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.6,0.5,0.2875,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.6,0.6666667,0.2875,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.6,0.8333333,0.2875,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.6,1.0,0.204,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.7,0.1666667,0.2585,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.7,0.3333333,0.2585,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.7,0.5,0.2585,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.7,0.6666667,0.2585,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.7,0.8333333,0.2585,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.7,1.0,0.211,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.8,0.1666667,0.251,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.8,0.3333333,0.251,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.8,0.5,0.251,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.8,0.6666667,0.251,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.8,0.8333333,0.251,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.8,1.0,0.232,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.9,0.1666667,0.2945,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.9,0.3333333,0.2945,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.9,0.5,0.2945,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.9,0.6666667,0.2945,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.9,0.8333333,0.2945,2000
tep,0,0,ACM-SVM,mixed_spurious_timing_late,0.9,1.0,0.2945,2000
tep,0,0,ACM-SVM,spurious_events,0.0,0.1666667,0.465,2000
tep,0,0,ACM-SVM,spurious_events,0.0,0.3333333,0.465,2000
tep,0,0,ACM-SVM,spurious_events,0.0,0.5,0.645,2000
tep,0,0,ACM-SVM,spurious_events,0.0,0.6666667,0.75,2000
tep,0,0,ACM-SVM,spurious_events,0.0,0.8333333,0.815,2000
tep,0,0,ACM-SVM,spurious_events,0.0,1.0,0.92,2000
tep,0,0,ACM-SVM,spurious_events,0.05,0.1666667,0.474,2000
tep,0,0,ACM-SVM,spurious_events,0.05,0.3333333,0.474,2000
tep,0,0,ACM-SVM,spurious_events,0.05,0.5,0.605,2000
tep,0,0,ACM-SVM,spurious_events,0.05,0.6666667,0.6445,2000
tep,0,0,ACM-SVM,spurious_events,0.05,0.8333333,0.6135,2000
tep,0,0,ACM-SVM,spurious_events,0.05,1.0,0.5835,2000
tep,0,0,ACM-SVM,spurious_events,0.1,0.1666667,0.4645,2000
tep,0,0,ACM-SVM,spurious_events,0.1,0.3333333,0.4645,2000
tep,0,0,ACM-SVM,spurious_events,0.1,0.5,0.525,2000
tep,0,0,ACM-SVM,spurious_events,0.1,0.6666667,0.512,2000
tep,0,0,ACM-SVM,spurious_events,0.1,0.8333333,0.4535,2000
tep,0,0,ACM-SVM,spurious_events,0.1,1.0,0.344,2000
tep,0,0,ACM-SVM,spurious_events,0.15,0.1666667,0.4585,2000
tep,0,0,ACM-SVM,spurious_events,0.15,0.3333333,0.4585,2000
tep,0,0,ACM-SVM,spurious_events,0.15,0.5,0.4825,2000
tep,0,0,ACM-SVM,spurious_events,0.15,0.6666667,0.437,2000
tep,0,0,ACM-SVM,spurious_events,0.15,0.8333333,0.36,2000
tep,0,0,ACM-SVM,spurious_events,0.15,1.0,0.2515,2000
tep,0,0,ACM-SVM,spurious_events,0.2,0.1666667,0.4555,2000
tep,0,0,ACM-SVM,spurious_events,0.2,0.3333333,0.4555,2000
tep,0,0,ACM-SVM,spurious_events,0.2,0.5,0.4355,2000
tep,0,0,ACM-SVM,spurious_events,0.2,0.6666667,0.3625,2000
tep,0,0,ACM-SVM,spurious_events,0.2,0.8333333,0.2945,2000
tep,0,0,ACM-SVM,spurious_events,0.2,1.0,0.216,2000
tep,0,0,ACM-SVM,spurious_events,0.25,0.1666667,0.4475,2000
tep,0,0,ACM-SVM,spurious_events,0.25,0.3333333,0.4475,2000
tep,0,0,ACM-SVM,spurious_events,0.25,0.5,0.396,2000
