dataset,fold,repeat,method,scenario,severity,progress_auc
fcc,0,0,EAC-1NN,mixed_missing_spurious,0.0,0.9078125
fcc,0,0,EAC-1NN,mixed_missing_spurious,0.05,0.9043229166666666
fcc,0,0,EAC-1NN,mixed_missing_spurious,0.1,0.8928645833333334
fcc,0,0,EAC-1NN,mixed_missing_spurious,0.15,0.8772395833333334
fcc,0,0,EAC-1NN,mixed_missing_spurious,0.2,0.8561458333333333
fcc,0,0,EAC-1NN,mixed_missing_spurious,0.25,0.8376562500000001
fcc,0,0,EAC-1NN,mixed_missing_spurious,0.3,0.8184374999999999
fcc,0,0,EAC-1NN,mixed_missing_spurious,0.4,0.7641145833333334
fcc,0,0,EAC-1NN,mixed_missing_spurious,0.5,0.67328125
fcc,0,0,EAC-1NN,mixed_missing_spurious,0.6,0.5968749999999999
fcc,0,0,EAC-1NN,mixed_missing_spurious,0.7,0.4988020833333333
fcc,0,0,EAC-1NN,mixed_missing_spurious,0.8,0.38817708333333334
fcc,0,0,EAC-1NN,mixed_missing_spurious,0.9,0.2775520833333333
fcc,0,0,EAC-1NN,mixed_spurious_timing_late,0.0,0.9078125
fcc,0,0,EAC-1NN,mixed_spurious_timing_late,0.05,0.51078125
fcc,0,0,EAC-1NN,mixed_spurious_timing_late,0.1,0.4838541666666667
fcc,0,0,EAC-1NN,mixed_spurious_timing_late,0.15,0.41432291666666665
fcc,0,0,EAC-1NN,mixed_spurious_timing_late,0.2,0.37041666666666667
fcc,0,0,EAC-1NN,mixed_spurious_timing_late,0.25,0.34604166666666664
fcc,0,0,EAC-1NN,mixed_spurious_timing_late,0.3,0.32479166666666665
fcc,0,0,EAC-1NN,mixed_spurious_timing_late,0.4,0.21630208333333334
fcc,0,0,EAC-1NN,mixed_spurious_timing_late,0.5,0.14864583333333334
fcc,0,0,EAC-1NN,mixed_spurious_timing_late,0.6,0.11140625
fcc,0,0,EAC-1NN,mixed_spurious_timing_late,0.7,0.10557291666666668
fcc,0,0,EAC-1NN,mixed_spurious_timing_late,0.8,0.10291666666666666
fcc,0,0,EAC-1NN,mixed_spurious_timing_late,0.9,0.0884375
fcc,0,0,EAC-1NN,spurious_events,0.0,0.9078125
fcc,0,0,EAC-1NN,spurious_events,0.05,0.90640625
fcc,0,0,EAC-1NN,spurious_events,0.1,0.9048958333333333
fcc,0,0,EAC-1NN,spurious_events,0.15,0.9047395833333334
fcc,0,0,EAC-1NN,spurious_events,0.2,0.9006770833333334
fcc,0,0,EAC-1NN,spurious_events,0.25,0.8996354166666666
fcc,0,0,EAC-1NN,spurious_events,0.3,0.8951041666666667
fcc,0,0,EAC-1NN,spurious_events,0.4,0.8898437499999999
fcc,0,0,EAC-1NN,spurious_events,0.5,0.8867708333333333
fcc,0,0,EAC-1NN,spurious_events,0.6,0.8785416666666667
fcc,0,0,EAC-1NN,spurious_events,0.7,0.86953125
fcc,0,0,EAC-1NN,spurious_events,0.8,0.8608854166666666
fcc,0,0,EAC-1NN,spurious_events,0.9,0.8617708333333334
fcc,0,0,EAC-1NN,timing_uncertainty,0.0,0.9078125
fcc,0,0,EAC-1NN,timing_uncertainty,0.05,0.9077083333333333
fcc,0,0,EAC-1NN,timing_uncertainty,0.1,0.9065104166666668
fcc,0,0,EAC-1NN,timing_uncertainty,0.15,0.9070833333333334
fcc,0,0,EAC-1NN,timing_uncertainty,0.2,0.90609375
fcc,0,0,EAC-1NN,timing_uncertainty,0.25,0.9045312499999999
fcc,0,0,EAC-1NN,timing_uncertainty,0.3,0.9026041666666668
fcc,0,0,EAC-1NN,timing_uncertainty,0.4,0.9019270833333334
fcc,0,0,EAC-1NN,timing_uncertainty,0.5,0.9009375
fcc,0,0,EAC-1NN,timing_uncertainty,0.6,0.8988020833333333
fcc,0,0,EAC-1NN,timing_uncertainty,0.7,0.8963020833333334
fcc,0,0,EAC-1NN,timing_uncertainty,0.8,0.8953645833333334
fcc,0,0,EAC-1NN,timing_uncertainty,0.9,0.8967187499999999
fcc,0,0,JAC-1NN,late_time_delay,0.0,0.8588541666666667
fcc,0,0,JAC-1NN,late_time_delay,0.05,0.4848958333333333
fcc,0,0,JAC-1NN,late_time_delay,0.1,0.4765625
fcc,0,0,JAC-1NN,late_time_delay,0.15,0.40729166666666666
fcc,0,0,JAC-1NN,late_time_delay,0.2,0.3744791666666667
fcc,0,0,JAC-1NN,late_time_delay,0.25,0.35364583333333327
fcc,0,0,JAC-1NN,late_time_delay,0.3,0.3458333333333334
fcc,0,0,JAC-1NN,late_time_delay,0.4,0.26510416666666664
fcc,0,0,JAC-1NN,late_time_delay,0.5,0.24010416666666667
fcc,0,0,JAC-1NN,late_time_delay,0.6,0.16510416666666666
fcc,0,0,JAC-1NN,late_time_delay,0.7,0.13749999999999998
fcc,0,0,JAC-1NN,late_time_delay,0.8,0.1703125
fcc,0,0,JAC-1NN,late_time_delay,0.9,0.146875
fcc,0,0,JAC-1NN,missing_events,0.0,0.8588541666666667
fcc,0,0,JAC-1NN,missing_events,0.05,0.8552083333333332
fcc,0,0,JAC-1NN,missing_events,0.1,0.8440104166666668
fcc,0,0,JAC-1NN,missing_events,0.15,0.8290104166666666
fcc,0,0,JAC-1NN,missing_events,0.2,0.8155208333333334
fcc,0,0,JAC-1NN,missing_events,0.25,0.8020312500000001
fcc,0,0,JAC-1NN,missing_events,0.3,0.7821875
fcc,0,0,JAC-1NN,missing_events,0.4,0.7358333333333333
fcc,0,0,JAC-1NN,missing_events,0.5,0.6551041666666667
fcc,0,0,JAC-1NN,missing_events,0.6,0.5809375
fcc,0,0,JAC-1NN,missing_events,0.7,0.47703125
fcc,0,0,JAC-1NN,missing_events,0.8,0.36213541666666665
fcc,0,0,JAC-1NN,missing_events,0.9,0.26078125
fcc,0,0,JAC-1NN,mixed_missing_spurious,0.0,0.8588541666666667
fcc,0,0,JAC-1NN,mixed_missing_spurious,0.05,0.8535937499999999
fcc,0,0,JAC-1NN,mixed_missing_spurious,0.1,0.8455729166666667
fcc,0,0,JAC-1NN,mixed_missing_spurious,0.15,0.8300000000000001
fcc,0,0,JAC-1NN,mixed_missing_spurious,0.2,0.8127083333333333
fcc,0,0,JAC-1NN,mixed_missing_spurious,0.25,0.7923958333333333
fcc,0,0,JAC-1NN,mixed_missing_spurious,0.3,0.7729166666666667
fcc,0,0,JAC-1NN,mixed_missing_spurious,0.4,0.7214583333333334
fcc,0,0,JAC-1NN,mixed_missing_spurious,0.5,0.6365625
fcc,0,0,JAC-1NN,mixed_missing_spurious,0.6,0.5670833333333333
fcc,0,0,JAC-1NN,mixed_missing_spurious,0.7,0.46119791666666665
fcc,0,0,JAC-1NN,mixed_missing_spurious,0.8,0.3575520833333334
fcc,0,0,JAC-1NN,mixed_missing_spurious,0.9,0.24317708333333332
fcc,0,0,JAC-1NN,mixed_spurious_timing_late,0.0,0.8588541666666667
fcc,0,0,JAC-1NN,mixed_spurious_timing_late,0.05,0.4855729166666667
fcc,0,0,JAC-1NN,mixed_spurious_timing_late,0.1,0.47020833333333334
fcc,0,0,JAC-1NN,mixed_spurious_timing_late,0.15,0.39734374999999994
fcc,0,0,JAC-1NN,mixed_spurious_timing_late,0.2,0.36744791666666665
fcc,0,0,JAC-1NN,mixed_spurious_timing_late,0.25,0.34692708333333333
fcc,0,0,JAC-1NN,mixed_spurious_timing_late,0.3,0.3223958333333334
fcc,0,0,JAC-1NN,mixed_spurious_timing_late,0.4,0.23124999999999998
fcc,0,0,JAC-1NN,mixed_spurious_timing_late,0.5,0.16921875
fcc,0,0,JAC-1NN,mixed_spurious_timing_late,0.6,0.118125
fcc,0,0,JAC-1NN,mixed_spurious_timing_late,0.7,0.10973958333333333
fcc,0,0,JAC-1NN,mixed_spurious_timing_late,0.8,0.10140624999999999
fcc,0,0,JAC-1NN,mixed_spurious_timing_late,0.9,0.09125
fcc,0,0,JAC-1NN,spurious_events,0.0,0.8588541666666667
fcc,0,0,JAC-1NN,spurious_events,0.05,0.8577604166666667
fcc,0,0,JAC-1NN,spurious_events,0.1,0.8577604166666667
fcc,0,0,JAC-1NN,spurious_events,0.15,0.85703125
fcc,0,0,JAC-1NN,spurious_events,0.2,0.85703125
fcc,0,0,JAC-1NN,spurious_events,0.25,0.8563541666666667
fcc,0,0,JAC-1NN,spurious_events,0.3,0.8540625
fcc,0,0,JAC-1NN,spurious_events,0.4,0.8468229166666666
fcc,0,0,JAC-1NN,spurious_events,0.5,0.8459374999999999
fcc,0,0,JAC-1NN,spurious_events,0.6,0.8359375
fcc,0,0,JAC-1NN,spurious_events,0.7,0.8293750000000001
fcc,0,0,JAC-1NN,spurious_events,0.8,0.82265625
fcc,0,0,JAC-1NN,spurious_events,0.9,0.8145833333333333
fcc,0,0,JAC-1NN,timing_uncertainty,0.0,0.8588541666666667
fcc,0,0,JAC-1NN,timing_uncertainty,0.05,0.8586458333333332
fcc,0,0,JAC-1NN,timing_uncertainty,0.1,0.8577604166666667
fcc,0,0,JAC-1NN,timing_uncertainty,0.15,0.8582291666666667
fcc,0,0,JAC-1NN,timing_uncertainty,0.2,0.8570833333333333
fcc,0,0,JAC-1NN,timing_uncertainty,0.25,0.8556770833333333
fcc,0,0,JAC-1NN,timing_uncertainty,0.3,0.8558854166666666
fcc,0,0,JAC-1NN,timing_uncertainty,0.4,0.8551041666666667
fcc,0,0,JAC-1NN,timing_uncertainty,0.5,0.8574999999999999
fcc,0,0,JAC-1NN,timing_uncertainty,0.6,0.8529166666666667
fcc,0,0,JAC-1NN,timing_uncertainty,0.7,0.8547395833333334
fcc,0,0,JAC-1NN,timing_uncertainty,0.8,0.8559895833333333
fcc,0,0,JAC-1NN,timing_uncertainty,0.9,0.8606770833333334
fcc,0,0,MBW-LR,late_time_delay,0.0,0.9473958333333333
fcc,0,0,MBW-LR,late_time_delay,0.05,0.296875
fcc,0,0,MBW-LR,late_time_delay,0.1,0.28541666666666665
fcc,0,0,MBW-LR,late_time_delay,0.15,0.2328125
fcc,0,0,MBW-LR,late_time_delay,0.2,0.21354166666666666
fcc,0,0,MBW-LR,late_time_delay,0.25,0.19999999999999998
fcc,0,0,MBW-LR,late_time_delay,0.3,0.21041666666666667
fcc,0,0,MBW-LR,late_time_delay,0.4,0.18229166666666666
fcc,0,0,MBW-LR,late_time_delay,0.5,0.16093749999999998
fcc,0,0,MBW-LR,late_time_delay,0.6,0.14270833333333333
fcc,0,0,MBW-LR,late_time_delay,0.7,0.1390625
fcc,0,0,MBW-LR,late_time_delay,0.8,0.14427083333333332
fcc,0,0,MBW-LR,late_time_delay,0.9,0.10312499999999998
fcc,0,0,MBW-LR,missing_events,0.0,0.9473958333333333
fcc,0,0,MBW-LR,missing_events,0.05,0.94421875
fcc,0,0,MBW-LR,missing_events,0.1,0.9314583333333334
fcc,0,0,MBW-LR,missing_events,0.15,0.9077083333333333
fcc,0,0,MBW-LR,missing_events,0.2,0.8762500000000001
fcc,0,0,MBW-LR,missing_events,0.25,0.85609375
fcc,0,0,MBW-LR,missing_events,0.3,0.8415624999999999
fcc,0,0,MBW-LR,missing_events,0.4,0.7709374999999999
fcc,0,0,MBW-LR,missing_events,0.5,0.7108333333333333
fcc,0,0,MBW-LR,missing_events,0.6,0.63015625
fcc,0,0,MBW-LR,missing_events,0.7,0.54078125
fcc,0,0,MBW-LR,missing_events,0.8,0.4530208333333334
fcc,0,0,MBW-LR,missing_events,0.9,0.3175
fcc,0,0,MBW-LR,mixed_missing_spurious,0.0,0.9473958333333333
fcc,0,0,MBW-LR,mixed_missing_spurious,0.05,0.9429166666666666
fcc,0,0,MBW-LR,mixed_missing_spurious,0.1,0.9226041666666666
fcc,0,0,MBW-LR,mixed_missing_spurious,0.15,0.8891666666666667
fcc,0,0,MBW-LR,mixed_missing_spurious,0.2,0.8496354166666666
fcc,0,0,MBW-LR,mixed_missing_spurious,0.25,0.8072395833333333
fcc,0,0,MBW-LR,mixed_missing_spurious,0.3,0.7890104166666667
fcc,0,0,MBW-LR,mixed_missing_spurious,0.4,0.7045833333333333
fcc,0,0,MBW-LR,mixed_missing_spurious,0.5,0.61828125
fcc,0,0,MBW-LR,mixed_missing_spurious,0.6,0.55375
fcc,0,0,MBW-LR,mixed_missing_spurious,0.7,0.4639583333333333
fcc,0,0,MBW-LR,mixed_missing_spurious,0.8,0.38135416666666666
fcc,0,0,MBW-LR,mixed_missing_spurious,0.9,0.2915625
fcc,0,0,MBW-LR,mixed_spurious_timing_late,0.0,0.9473958333333333
fcc,0,0,MBW-LR,mixed_spurious_timing_late,0.05,0.29177083333333337
fcc,0,0,MBW-LR,mixed_spurious_timing_late,0.1,0.2710416666666667
fcc,0,0,MBW-LR,mixed_spurious_timing_late,0.15,0.22239583333333335
fcc,0,0,MBW-LR,mixed_spurious_timing_late,0.2,0.18942708333333336
fcc,0,0,MBW-LR,mixed_spurious_timing_late,0.25,0.17645833333333336
fcc,0,0,MBW-LR,mixed_spurious_timing_late,0.3,0.17255208333333336
fcc,0,0,MBW-LR,mixed_spurious_timing_late,0.4,0.12458333333333334
fcc,0,0,MBW-LR,mixed_spurious_timing_late,0.5,0.09739583333333333
fcc,0,0,MBW-LR,mixed_spurious_timing_late,0.6,0.08510416666666666
fcc,0,0,MBW-LR,mixed_spurious_timing_late,0.7,0.08989583333333334
fcc,0,0,MBW-LR,mixed_spurious_timing_late,0.8,0.08697916666666666
fcc,0,0,MBW-LR,mixed_spurious_timing_late,0.9,0.0796875
fcc,0,0,MBW-LR,spurious_events,0.0,0.9473958333333333
fcc,0,0,MBW-LR,spurious_events,0.05,0.945625
fcc,0,0,MBW-LR,spurious_events,0.1,0.9369791666666667
fcc,0,0,MBW-LR,spurious_events,0.15,0.9297916666666667
fcc,0,0,MBW-LR,spurious_events,0.2,0.9134375
fcc,0,0,MBW-LR,spurious_events,0.25,0.9028645833333333
fcc,0,0,MBW-LR,spurious_events,0.3,0.8914583333333334
fcc,0,0,MBW-LR,spurious_events,0.4,0.87109375
fcc,0,0,MBW-LR,spurious_events,0.5,0.8585416666666666
fcc,0,0,MBW-LR,spurious_events,0.6,0.82828125
fcc,0,0,MBW-LR,spurious_events,0.7,0.813125
fcc,0,0,MBW-LR,spurious_events,0.8,0.7934375
fcc,0,0,MBW-LR,spurious_events,0.9,0.7746875000000001
fcc,0,0,MBW-LR,timing_uncertainty,0.0,0.9473958333333333
fcc,0,0,MBW-LR,timing_uncertainty,0.05,0.9473958333333333
